mz,rt,dust11.mzXML,dust12.mzXML,dust13.mzXML,dust16.mzXML,dust19.mzXML,dust2.mzXML,dust20.mzXML,dust21.mzXML,dust22.mzXML,dust23.mzXML,dust24.mzXML,dust25.mzXML,dust26.mzXML,dust29.mzXML,dust3.mzXML,dust30.mzXML,dust33.mzXML,dust34.mzXML,dust4.mzXML,dust5.mzXML,dust6.mzXML,dust7.mzXML,dust8.mzXML,dust9.mzXML,SampleID,formula.pred,isoscore,mserror,ms1score,SMILES,DbID,Adducts,neutralscore,chracaterscore,ionmodescore,adductscore,MS2score,allscore,formulacount,mserrorcount,MS1scorecount,MS1scorefail,MS2scorecount,MS2scorefail,neutralscorecount,neutralscorefail,chascorecount,chascorefail,adductscorecount,adductscorefail,ionmodescorecount,ionmodescorefail,isoscorecount,isoscorefail,temp.scorecount,temp.scorefail,temp.scorevalues
433.3690796,12.75645,116971.6094,99058.83594,52843.82031,89923.33594,135420.625,155440.75,65121.125,70307.30469,77779.9375,103100.2969,80366.36719,151178.2813,100148.0234,84703.92969,69474.92969,100,180061.0625,198609.9844,13084.47559,125007.0156,47831.64063,71794.78125,102394.0703,133349.9688,18,C28H50O3;C28H52O4;C27H48O;C27H48O,-0.0364088374208944;-0.0364088374208944;-0.0364088374208944;-0.0364088374208944,0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809,-1.02645850656773;-1.02645850656773;-1.02645850656773;-1.02645850656773,CCCCCCCCCCCCC/C=C/CCCCCCCCCC1CC(=O)OC1=O;CCCCCCCCCCCCOC(=O)\C=C/C(=O)OCCCCCCCCCCCC;CC(C)CCCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C;CC(C)CCCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,22825;9531;1143;15314,[M-H]-;[M-H-H2O]-;[M+CH2O2-H]-;[M+CH2O2-H]-,0,0,-0.5;0;0;0,0,0;0.185725331709166;0;0,0,4,4,4,4,4,3,4,4,4,4,4,4,4,1,4,4,4,4,-1.52645850656773;-0.840733174858564;-1.02645850656773;-1.02645850656773
433.3688354,12.59981667,116971.6094,99058.83594,89085.75,72070.75781,104549.6016,155440.75,65121.125,4027.516113,77779.9375,99434.94531,80366.36719,221625.0625,95593.57813,126698.1719,69474.92969,100,192301.0156,198609.9844,34776.85938,22649.89844,47831.64063,65939.35938,102394.0703,133349.9688,12,C28H50O3;C28H52O4;C27H48O;C27H48O,-0.0364088374208944;-0.0364088374208944;-0.0364088374208944;-0.0364088374208944,0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809,-0.0264585065677263;-0.0264585065677263;-0.0264585065677263;-0.0264585065677263,CCCCCCCCCCCCC/C=C/CCCCCCCCCC1CC(=O)OC1=O;CCCCCCCCCCCCOC(=O)\C=C/C(=O)OCCCCCCCCCCCC;CC(C)CCCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C;CC(C)CCCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,22825;9531;1143;15314,[M-H]-;[M-H-H2O]-;[M+CH2O2-H]-;[M+CH2O2-H]-,0,0,-0.5;0;0;0,1;0;0;0,0,0,4,4,4,4,4,4,4,4,4,4,4,3,4,1,4,4,4,3,0.473541493432274;-0.0264585065677263;-0.0264585065677263;-0.0264585065677263
433.4049174,13.58213333,61027.79297,75216.14844,105244.9141,79611.17188,101214.1094,172381.625,62554.73438,64921.05078,68081.51563,53281.59375,66736.13281,64354.84766,57307.99609,74670.67969,95514.375,100,63466.23438,114253.8125,58227.86719,89779.32031,84013.28906,39497.66406,80485.39844,61831.15625,6,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,1,35,35,35,35,35,35,35,6,35,5,35,0,35,1,1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;0.519617382612112;1.01961738261211;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;-3.41443226677073
433.4049174,13.58213333,109572.1641,132213.0781,154591.7344,106036.5234,142740.4375,215929.0781,120851.5703,9980.982422,114289.3594,95227.5625,211584.875,119939.6484,140711.7813,30553.62891,95514.375,100,91546.82813,156407.3906,121396.0938,165728.7031,129026.125,31111.32031,107687.2422,110680.3438,6,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,1,35,35,35,35,35,35,35,6,35,5,35,0,35,1,1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;0.519617382612112;1.01961738261211;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;-3.41443226677073
433.4412537,14.5542,92984.0625,98723.46875,106615.3281,110206.7266,96993.41406,82343.49219,62442.76563,81835.23438,114634.9219,72792.97656,125120.5938,136126.4219,81630.08594,72045.26563,97660.58594,100,92516.14844,147552.3125,82978.20313,95524.80469,80023.58594,77913.80469,70073.85938,60065.99219,18,C30H60O2;C30H60O2;C30H60O2;C30H60O2,-0.0434368366947076;-0.0434368366947076;-0.0434368366947076;-0.0434368366947076,0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809,-0.0334865058415396;-0.0334865058415396;-0.0334865058415396;-0.0334865058415396,CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC;CCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCC;CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCC;CCCCCCCCCCCCCCCCCC(=O)OC(CC(C)C)CC(C)CC(C)C,9191;11558;27288;31826,[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-,0,0,0;0;0;0,0;0;0;0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,-0.0334865058415396;-0.0334865058415396;-0.0334865058415396;-0.0334865058415396
433.4414063,14.32805,92984.0625,89777.07813,106615.3281,69246.69531,96993.41406,99665.58594,66742.77344,81835.23438,79038.35156,72792.97656,91519.9375,136126.4219,67072.6875,72045.26563,77357.16406,100,88365.69531,103768.1953,64544.49609,89986.08594,80023.58594,77913.80469,70073.85938,60065.99219,12,C30H60O2;C30H60O2;C30H60O2;C30H60O2,-0.0434368366947076;-0.0434368366947076;-0.0434368366947076;-0.0434368366947076,0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809,-0.0334865058415396;-0.0334865058415396;-0.0334865058415396;-0.0334865058415396,CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCC;CCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCC;CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCC;CCCCCCCCCCCCCCCCCC(=O)OC(CC(C)C)CC(C)CC(C)C,9191;11558;27288;31826,[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-,0,0,0;0;0;0,0;0;0;0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,-0.0334865058415396;-0.0334865058415396;-0.0334865058415396;-0.0334865058415396
431.8737488,9.221966667,29544.5957,100,100,468131.375,10447.66602,100,100,136432.6875,100,100,100,100,100,100,100,100,100,100,100,6687.327148,100,501088.7813,100,100,22,C9H15Cl6O4P;C9H15Cl6O4P,0.00458916216613313;0.00458916216613313,0.00995033085316809;0.00995033085316809,0.0145394930193012;0.0145394930193012,ClCC(Cl)CO[P](=O)(OCC(Cl)CCl)OCC(Cl)CCl;ClCC(Cl)CO[P](=O)(OC(CCl)CCl)OC(CCl)CCl,946;28212,[M-H]-;[M-H]-,0,0,-0.5;-0.5,1;1,0,0,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,0,2,0,0.514539493019301;0.514539493019301
433.9470418,11.37786667,13375.54492,100,100,18189.94336,100,20524.25195,100,8248.459961,100,100,13625.0166,100,100,100,100,100,100,213704.5156,24341.45898,14549.69238,100,33836.51172,18939.04102,100,18,C15H9Cl3N4O3,-2.955898238,0.009950331,-2.945947908,[O-][N+](=O)c1ccc(NC2=NN(C(=O)C2)c3c(Cl)cc(Cl)cc3Cl)cc1,21068,[M+Cl]-,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,-2.945947908
432.9720154,14.1852,131321.7969,62148.04297,66284.625,83473.79688,99793.71875,155817.25,112186.7656,131611,113494.125,128853.4609,140476.7031,158091.1563,110792.7656,75946.17188,69799.17188,100,127128.7578,178866.1875,108505.8203,127960.3125,76239.28125,47617.92578,117893.1563,79049.25,18,C16H10N4O8S2;C16H12Cl4N6,-0.519918993580761;-1.19922287463393,0.00995033085316809;0.00995033085316809,-0.009968662727593;-1.31427254378076,O[S](=O)(=O)c1cc2c(ccc3nn(nc23)c4ccc(cc4)[N+]([O-])=O)c(c1)[S](O)(=O)=O;ClN1C(=N)N(Cl)C2(N(Cl)C(=N)N(Cl)C12c3ccccc3)c4ccccc4,3917;15706,[M-H-H2O]-;[M-H]-,;0.5;0,0,0;-0.5,0;1,0;0,0,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,1,0.390031337272407;-0.81427254378076
432.9720154,14.1852,131321.7969,108577.6328,64089.39453,83473.79688,99793.71875,155817.25,112186.7656,131611,113494.125,128853.4609,140476.7031,158091.1563,110792.7656,75946.17188,69799.17188,100,127128.7578,178866.1875,108505.8203,127960.3125,76239.28125,99765.42969,79850.09375,79049.25,18,C16H10N4O8S2;C16H12Cl4N6,-0.519918993580761;-1.19922287463393,0.00995033085316809;0.00995033085316809,-0.0982039568452401;-1.36574313201605,O[S](=O)(=O)c1cc2c(ccc3nn(nc23)c4ccc(cc4)[N+]([O-])=O)c(c1)[S](O)(=O)=O;ClN1C(=N)N(Cl)C2(N(Cl)C(=N)N(Cl)C12c3ccccc3)c4ccccc4,3917;15706,[M-H-H2O]-;[M-H]-,;0.5;0,0,0;-0.5,0;1,0;0,0,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,1,0.30179604315476;-0.86574313201605
433.9912821,11.37786667,77833.03906,21435.70508,30350.84961,81609.10938,27856.20313,79370.52344,100,18568.32813,27258.26758,100481.9844,12694.25684,21030.55664,29689.82227,41025.10156,12207.44531,100,19999.60352,493476.25,41330.47266,49901.87891,14034.15625,201416.2031,116213.8828,33388.76953,18,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,1,35,35,35,35,35,35,35,6,35,5,35,0,35,1,1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;0.519617382612112;1.01961738261211;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;-3.41443226677073
433.9912821,11.37786667,86020.46875,21435.70508,30350.84961,81609.10938,27856.20313,79370.52344,100,18568.32813,27258.26758,100481.9844,12694.25684,21030.55664,29689.82227,41025.10156,12207.44531,100,19999.60352,568021.8125,41330.47266,49901.87891,14034.15625,201416.2031,116213.8828,33388.76953,18,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,1,35,35,35,35,35,35,35,6,35,5,35,0,35,1,1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;1.01961738261211;0.519617382612112;0.519617382612112;1.01961738261211;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.519617382612112;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;0.0196173826121115;-3.41443226677073
432.0168152,9.535266667,8879.964844,67262.09375,100,56916.07031,5164.38916,61770.125,4273.921875,100,100,12503.83789,100,100,23520.36719,48206.55078,6038.11377,100,6923.986816,23690.31445,100,5336.606934,15762.39648,40551.24219,195873.9844,60135.40234,23,C16H15Cl3N4O4,-0.045667915,0.009950331,0.297615749,OCCN(CCO)c1ccc(N=Nc2c(Cl)cc(cc2Cl)[N+]([O-])=O)c(Cl)c1,16682,[M]-,0,0,0,0.5,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0.797615749
432.0168152,9.535266667,8879.964844,67262.09375,100,51497.78906,5164.38916,61770.125,4273.921875,100,100,12681.24316,100,100,23520.36719,57087.23438,6038.11377,100,6923.986816,23690.31445,100,5336.606934,15762.39648,40551.24219,195873.9844,60135.40234,23,C16H15Cl3N4O4,-0.045667915,0.009950331,0.964282416,OCCN(CCO)c1ccc(N=Nc2c(Cl)cc(cc2Cl)[N+]([O-])=O)c(Cl)c1,16682,[M]-,0,0,0,0.5,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1.464282416
434.0469259,12.51731667,370024.5313,76873.85938,57287.59375,491740.5938,90194.26563,733359.0625,13435.6582,192888.5938,24213.23242,448494.0313,259697.7813,43637.96875,251234.3906,238461.8438,360525.25,100,42658.36328,143348.2344,100,90906.96094,107550.5469,240041.7969,153845.3125,205901.4688,6,C23H15Cl2N3O2;C24H17Cl2N3O2;C24H17Cl2N3O2,-0.112528488046456;-0.734449157559086;-0.734449157559086,0.00995033085316809;-4.55722927286594;-4.55722927286594,0.739527105964607;-4.44957316726713;-4.44957316726713,Clc1ccc(Cl)c(N\N=C2\C(=O)C(=Cc3ccccc23)C(=O)Nc4ccccc4)c1;Cc1ccc(NC(=O)C2=Cc3ccccc3C(=N/Nc4cc(Cl)ccc4Cl)/C2=O)cc1;Cc1ccccc1NC(=O)C2=Cc3ccccc3C(=N/Nc4cc(Cl)ccc4Cl)/C2=O,12237;12481;19999,[M-H]-;[M-H-H2O]-;[M-H-H2O]-,;0.5;0.5;0.5,0,-0.5;0;0,1;0;0,0;0;0,0,3,3,3,2,3,3,3,0,3,3,3,2,3,1,3,1,3,2,1.63952710596461;-4.04957316726713;-4.04957316726713
434.0789388,9.51325,205601.3125,73437.21875,14046.13965,241868.8125,38778.94141,55928.74609,12666.95117,15015.00391,100,162604.8125,91280.78125,100,83202.39844,69934.82813,23343.6543,100,43638.16406,33425.45313,100,18032.95703,60026.23438,84287.42188,23685.73828,20701.80859,4,C27H17ClN2O3,-0.581267574,-3.670732249,-4.851999823,Clc1cccc(Nc2ccc(NC(=O)c3ccccc3)c4C(=O)c5ccccc5C(=O)c24)c1,23501,[M-H-H2O]-,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-4.851999823
434.0789388,9.51325,205601.3125,73437.21875,14046.13965,241868.8125,38778.94141,55928.74609,12666.95117,15015.00391,100,162604.8125,91280.78125,100,83202.39844,69934.82813,23343.6543,100,43638.16406,33425.45313,100,18032.95703,60026.23438,84287.42188,103675.9453,20701.80859,4,C27H17ClN2O3,-0.581267574,-3.670732249,-4.751999823,Clc1cccc(Nc2ccc(NC(=O)c3ccccc3)c4C(=O)c5ccccc5C(=O)c24)c1,23501,[M-H-H2O]-,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-4.751999823
434.0789388,9.51325,205601.3125,73437.21875,11346.70996,241868.8125,38778.94141,55928.74609,12666.95117,15015.00391,100,162604.8125,91280.78125,100,83202.39844,69934.82813,23343.6543,100,43638.16406,33425.45313,100,18032.95703,60026.23438,84287.42188,103675.9453,20701.80859,4,C27H17ClN2O3,-0.581267574,-3.670732249,-4.751999823,Clc1cccc(Nc2ccc(NC(=O)c3ccccc3)c4C(=O)c5ccccc5C(=O)c24)c1,23501,[M-H-H2O]-,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,-4.751999823
434.085317,9.986883333,118260.5313,132342.0469,80998.375,55115.42969,141530.3594,196948.5,102772.8281,97414.88281,109985.4219,122164.9297,122447.5547,73914.19531,97494.97656,123116.1953,61375.52734,100,129206.5,155423.4375,95500.33594,130061.4688,76581.21875,126037.8047,139924.2969,80598.03906,6,C21H14N6O3;C20H23BrN2O4,-0.537110446958108;-0.502495933565219,0.00995033085316809;-3.83066341127823,-1.52716011610494;-4.66649267817678,CC/1=C(C#N)C(=O)NC(=O)C1=N/Nc2ccc(cc2)C3=NC(=O)c4ccccc4N3;CN(C)CCC(c1ccc(Br)cc1)c2ccccn2.OC(=O)\C=C/C(O)=O,23695;5546,[M+Cl]-;[M]-,0,0,-0.5;0,0;0.5,0;0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,-2.02716011610494;-4.16649267817678
434.085317,9.986883333,118260.5313,132342.0469,80998.375,55115.42969,141530.3594,196948.5,102772.8281,88217.54688,109985.4219,122164.9297,122447.5547,103158.3984,97494.97656,123116.1953,61375.52734,100,129206.5,155423.4375,95500.33594,130061.4688,76581.21875,126037.8047,139924.2969,80598.03906,6,C21H14N6O3;C20H23BrN2O4,-0.537110446958108;-0.502495933565219,0.00995033085316809;-3.83066341127823,-1.52716011610494;-4.83315934484345,CC/1=C(C#N)C(=O)NC(=O)C1=N/Nc2ccc(cc2)C3=NC(=O)c4ccccc4N3;CN(C)CCC(c1ccc(Br)cc1)c2ccccn2.OC(=O)\C=C/C(O)=O,23695;5546,[M+Cl]-;[M]-,0,0,-0.5;0,0;0.5,0;0,0,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,-2.02716011610494;-4.33315934484345
434.1109924,10.53055,8809563,1567886.375,3020209.75,25753960,1207299.625,7630580,1243730.75,4774570,792032.625,5537573.5,2021677.625,761243.625,9383592,8064043.5,1192583.375,100,1543569,5042094.5,99744.89063,6245935,13790245,2139216.25,2479793.5,3484284.25,4,C21H19N5O7;C21H19N5O7;C23H21ClN4O4;C11H16N8O8;C11H16N8O8,-0.0417897051381693;-0.0417897051381693;-0.534669623127031;-0.485474997929149;-0.485474997929149,0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809,-0.13528765014707;-0.13528765014707;-0.283339981929036;-1.0962143222484;-1.0962143222484,COC(=O)c1cc(cc(c1)C(=O)OC)N=NC(C(C)=O)C(=O)Nc2ccc3NC(=O)Nc3c2;COC(=O)c1ccc(C(=O)OC)c(c1)N=NC(C(C)=O)C(=O)Nc2ccc3NC(=O)Nc3c2;CCN(CCOC(=O)c1ccccc1)c2ccc(cc2)N=Nc3ccc(cc3Cl)[N+]([O-])=O;OCN1C(NC(=O)NCNC(=O)NC2N(CO)C(=O)NC2=O)C(=O)NC1=O;OCN1C(NC(=O)NCNC(=O)NC2N(CO)C(=O)NC2=O)C(=O)NC1=O,19395;21353;23490;22127;38264,[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M+CH2O2-H]-;[M+CH2O2-H]-,;0;0;0.5;0;0,0,0;0;0;0;0,0;0;0;0;0,0;0;0;0;0,0,5,5,5,5,5,5,5,4,5,5,5,5,5,0,5,5,5,4,-0.13528765014707;-0.13528765014707;0.116660018070964;-1.0962143222484;-1.0962143222484
434.1109924,10.53055,42987056,28634160,8757076,94871312,18516592,19551974,4828116,3950188.5,4730072.5,56130916,44675136,3264631.5,28388786,29456962,7042263.5,100,23733346,13736338,196115.875,21265312,47986156,34138116,1870559.75,11568519,4,C21H19N5O7;C21H19N5O7;C23H21ClN4O4;C11H16N8O8;C11H16N8O8,-0.0417897051381693;-0.0417897051381693;-0.534669623127031;-0.485474997929149;-0.485474997929149,0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809;0.00995033085316809,-0.247525648794805;-0.247525648794805;-0.26981733148955;-1.12258349060539;-1.12258349060539,COC(=O)c1cc(cc(c1)C(=O)OC)N=NC(C(C)=O)C(=O)Nc2ccc3NC(=O)Nc3c2;COC(=O)c1ccc(C(=O)OC)c(c1)N=NC(C(C)=O)C(=O)Nc2ccc3NC(=O)Nc3c2;CCN(CCOC(=O)c1ccccc1)c2ccc(cc2)N=Nc3ccc(cc3Cl)[N+]([O-])=O;OCN1C(NC(=O)NCNC(=O)NC2N(CO)C(=O)NC2=O)C(=O)NC1=O;OCN1C(NC(=O)NCNC(=O)NC2N(CO)C(=O)NC2=O)C(=O)NC1=O,19395;21353;23490;22127;38264,[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M+CH2O2-H]-;[M+CH2O2-H]-,;0;0;0.5;0;0,0,0;0;0;0;0,0;0;0;0;0,0;0;0;0;0,0,5,5,5,5,5,5,5,4,5,5,5,5,5,0,5,5,5,4,-0.247525648794805;-0.247525648794805;0.13018266851045;-1.12258349060539;-1.12258349060539
434.1112366,10.5476,120657.1875,128191.5391,127813.6484,427960.2813,74351.55469,93846.25,70068.79688,112284.8438,24510.94531,95429.57813,324570.8125,16011.97168,568342.5625,158319.0625,488609.75,100,79790.21875,35942.75781,13589.40234,144391.7031,279289.3125,340864.0938,289212.5625,90203.34375,13,C21H19N5O7;C21H19N5O7;C23H21ClN4O4;C11H16N8O8;C11H16N8O8,-0.0426090069146698;-0.0426090069146698;-0.534685289726752;-0.485497983559144;-0.485497983559144,-3.4589582812517;-3.4589582812517;-3.12181853769339;-3.7516616381189;-3.7516616381189,-3.50156728816637;-3.50156728816637;-3.65650382742014;-4.23715962167805;-4.23715962167805,COC(=O)c1cc(cc(c1)C(=O)OC)N=NC(C(C)=O)C(=O)Nc2ccc3NC(=O)Nc3c2;COC(=O)c1ccc(C(=O)OC)c(c1)N=NC(C(C)=O)C(=O)Nc2ccc3NC(=O)Nc3c2;CCN(CCOC(=O)c1ccccc1)c2ccc(cc2)N=Nc3ccc(cc3Cl)[N+]([O-])=O;OCN1C(NC(=O)NCNC(=O)NC2N(CO)C(=O)NC2=O)C(=O)NC1=O;OCN1C(NC(=O)NCNC(=O)NC2N(CO)C(=O)NC2=O)C(=O)NC1=O,19395;21353;23490;22127;38264,[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M+CH2O2-H]-;[M+CH2O2-H]-,0,0,0;0;0;0;0,0;0;0;0;0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,-3.50156728816637;-3.50156728816637;-3.65650382742014;-4.23715962167805;-4.23715962167805
434.1112671,10.53093333,19183084,12748773,3817804.75,4432110.5,9145723,22747964,2288113.25,32641828,1779616.5,17298794,22972908,1291623.75,37091704,904692.125,3496520.75,100,11607938,7750482.5,107068.0703,9905757,18290062,14403691,48625124,6610032.5,23,C23H21ClN4O4;C21H19N5O7;C21H19N5O7;C11H16N8O8;C11H16N8O8,-0.534719610602604;-0.0420545085291209;-0.0420545085291209;-0.485500228835623;-0.485500228835623,-3.38750805940161;-3.70330940025958;-3.70330940025958;-3.99530099320618;-3.99530099320618,-3.62222767000422;-3.87869724212204;-3.87869724212204;-5.11413455537514;-5.11413455537514,CCN(CCOC(=O)c1ccccc1)c2ccc(cc2)N=Nc3ccc(cc3Cl)[N+]([O-])=O;COC(=O)c1cc(cc(c1)C(=O)OC)N=NC(C(C)=O)C(=O)Nc2ccc3NC(=O)Nc3c2;COC(=O)c1ccc(C(=O)OC)c(c1)N=NC(C(C)=O)C(=O)Nc2ccc3NC(=O)Nc3c2;OCN1C(NC(=O)NCNC(=O)NC2N(CO)C(=O)NC2=O)C(=O)NC1=O;OCN1C(NC(=O)NCNC(=O)NC2N(CO)C(=O)NC2=O)C(=O)NC1=O,23490;19395;21353;22127;38264,[M-H-H2O]-;[M-H-H2O]-;[M-H-H2O]-;[M+CH2O2-H]-;[M+CH2O2-H]-,;0.5;0;0;0;0,0,0;0;0;0;0,0;0;0;0;0,0;0;0;0;0,0,5,5,5,5,5,5,5,4,5,5,5,5,5,0,5,5,5,5,-3.22222767000422;-3.87869724212204;-3.87869724212204;-5.11413455537514;-5.11413455537514
433.1186829,10.97821667,679908.5,1234660,945644.5625,322495.3125,922065.8125,1894162.25,1066920.75,673469.125,984713.8125,1869777,1096722.75,1500931.75,626703,902849,711497.0625,100,1573046.875,2293014,1131717.875,1664726.125,815581.5625,868283.625,1036822.5,2093727.375,18,C23H23ClN6S;C24H20N2O4S;C22H18N6O2,-0.0457782992704439;-0.485055506177277;NA,0.00995033085316809;0.00995033085316809;0.00995033085316809,-0.0358279684172758;-1.47510517532411;-1.47510517532411,[Cl-].CCN(CC[n+]1ccccc1)c2ccc(cc2)N=Nc3snc(n3)c4ccccc4;Nc1cccc(Oc2ccc(cc2)[S](=O)(=O)c3ccc(Oc4cccc(N)c4)cc3)c1;CC1=NN(c2cccc(O)c2)C(=O)C1N=Nc3ccc(cc3)N=Nc4ccccc4,16961;19448;16356,[M-H-H2O]-;[M]-;[M+Cl]-,0,0,0;0;-0.5,0;0.5;0,0;0;0,0,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,2,3,3,-0.0358279684172758;-0.97510517532411;-1.97510517532411
433.1186829,10.97821667,679908.5,1234660,945644.5625,322495.3125,922065.8125,1894162.25,1066920.75,673469.125,984713.8125,1869777,1096722.75,1500931.75,626703,902849,711497.0625,100,1573046.875,2293014,1280471.625,1664726.125,815581.5625,868283.625,1036822.5,2093727.375,18,C23H23ClN6S;C24H20N2O4S;C22H18N6O2,-0.0457782992704439;-0.485055506177277;NA,0.00995033085316809;0.00995033085316809;0.00995033085316809,-1.03582796841728;-1.47510517532411;-1.47510517532411,[Cl-].CCN(CC[n+]1ccccc1)c2ccc(cc2)N=Nc3snc(n3)c4ccccc4;Nc1cccc(Oc2ccc(cc2)[S](=O)(=O)c3ccc(Oc4cccc(N)c4)cc3)c1;CC1=NN(c2cccc(O)c2)C(=O)C1N=Nc3ccc(cc3)N=Nc4ccccc4,16961;19448;16356,[M-H-H2O]-;[M]-;[M+Cl]-,0,0,0;0;-0.5,0;0.5;0,0;0;0,0,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,2,3,3,-1.03582796841728;-0.97510517532411;-1.97510517532411
