mz,rt,X700_900_Neg_jgu1.mzXML,X700_900_Neg_jgu2.mzXML,X700_900_Neg_jgw1.mzXML,X700_900_Neg_jgw2.mzXML,X700_900_Neg_nju1.mzXML,X700_900_Neg_nju2.mzXML,X700_900_Neg_njw1.mzXML,X700_900_Neg_njw2.mzXML,X700_900_Neg_oju2.mzXML,X700_900_Neg_ojw1.mzXML,formula.pred,SMILES,allscore
847.1300863,8.512783333,546120.25,533166.5,783015.0625,648726.9375,100,100,100,100,100,100,C41H28N4O10S2,Nc1c(cc(Nc2ccc(Cc3ccc(Nc4cc(c(N)c5C(=O)c6ccccc6C(=O)c45)[S](O)(=O)=O)cc3)cc2)c7C(=O)c8ccccc8C(=O)c17)[S](O)(=O)=O,0.216962366
847.1300863,8.512783333,546120.25,427511.375,783015.0625,648726.9375,100,100,100,100,100,100,C41H28N4O10S2,Nc1c(cc(Nc2ccc(Cc3ccc(Nc4cc(c(N)c5C(=O)c6ccccc6C(=O)c45)[S](O)(=O)=O)cc3)cc2)c7C(=O)c8ccccc8C(=O)c17)[S](O)(=O)=O,0.053326002
720.6535645,11.46538333,236622.8906,355651.0313,129335.4219,248395.5469,100,100,100,100,100,100,C43H83N3O2,CCCCCCCC\C=C\CCCCCCCC(=O)NCCCN(C)CCCNC(=O)CCCCCCC\C=C\CCCCCCCC,0.015651011
718.6464437,11.46538333,2297890.5,3198860.25,990138.4375,1779660,100,100,100,100,100,100,C43H83N3O2,CCCCCCCC\C=C\CCCCCCCC(=O)NCCCN(C)CCCNC(=O)CCCCCCC\C=C\CCCCCCCC,0.015347077
718.6464437,11.46538333,2297890.5,3198860.25,990138.4375,1414018,100,100,100,100,100,100,C43H83N3O2,CCCCCCCC\C=C\CCCCCCCC(=O)NCCCN(C)CCCNC(=O)CCCCCCC\C=C\CCCCCCCC,0.015347077
806.2398071,5.450133333,100,100,100,100,100,141525.5313,100,100,100,100,C41H36N4O11,CC(=C)C(=O)OCCO.Nc1ccc(Oc2ccc(N)cc2)cc1.Nc3cccc(N)c3.O=C4OC(=O)c5cc(ccc45)C(=O)c6ccc7C(=O)OC(=O)c7c6,0.007378746
719.649821,11.46538333,1083178.875,1734464.5,508565.5313,1012065.938,100,100,100,100,100,100,C43H83N3O2,CCCCCCCC\C=C\CCCCCCCC(=O)NCCCN(C)CCCNC(=O)CCCCCCC\C=C\CCCCCCCC,0.004720901
719.649821,11.46538333,1083178.875,1734464.5,508565.5313,790945.625,100,100,100,100,100,100,C43H83N3O2,CCCCCCCC\C=C\CCCCCCCC(=O)NCCCN(C)CCCNC(=O)CCCCCCC\C=C\CCCCCCCC,0.004720901
713.6229045,11.05656667,1559374.5,1849151.75,1015302.875,1491900.375,100,100,465888.375,100,100,100,C44H86O4,CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCC(=O)OCCCCCCCCCCCCCCCC,0
725.6084595,8.820683333,100,100,100,100,1435455.25,1326360.125,1847155,1254483.75,100,57682.83984,C41H87NO4S,CCCCCCCCCCCCCCCCCC[N+](C)(CC)CCCCCCCCCCCCCCCCCC.CCO[S]([O-])(=O)=O,0
725.6084595,8.820683333,100,100,100,100,1435455.25,1326360.125,1847155,1254483.75,100,57682.83984,C41H87NO4S,CCCCCCCCCCCCCCCCCC[N+](C)(CC)CCCCCCCCCCCCCCCCCC.CCO[S]([O-])(=O)=O,0
725.6080933,8.820683333,100,100,100,100,752738,624384.6875,927487.25,683676.625,100,100,C41H87NO4S,CCCCCCCCCCCCCCCCCC[N+](C)(CC)CCCCCCCCCCCCCCCCCC.CCO[S]([O-])(=O)=O,0
785.171936,7.004233333,271824.1143,386949.1768,322335.5206,434016.8643,100,100,100,100,217390.1143,137761.0781,C30H32N14O6S2,[NH4+].[NH4+].Nc1cc(N)c(cc1N=Nc2ccc(cc2)[S]([O-])(=O)=O)N=Nc3cccc(c3)N=Nc4cc(N=Nc5ccc(cc5)[S]([O-])(=O)=O)c(N)cc4N,0
785.171936,7.004233333,271824.1143,386949.1768,322335.5206,434016.8643,100,100,100,100,217390.1143,137761.0781,C48H26N6O4,O=C1N(c2ccc(cc2)N=Nc3ccccc3)C(=O)c4ccc5c6ccc7C(=O)N(c8ccc(cc8)N=Nc9ccccc9)C(=O)c%10ccc(c%11ccc1c4c5%11)c6c7%10,0
805.2366943,5.479566667,100,100,100,100,219825.2031,285610.2813,208465.9219,166208.3594,100,100,C41H43Cl3N6O5,CCC(C)(C)c1ccc(OCC(=O)Nc2cccc(c2)C(=O)NC3=NN(C(=O)C3N=Nc4ccc(OC)cc4)c5c(Cl)cc(Cl)cc5Cl)c(c1)C(C)(C)CC,0
805.2366943,5.479566667,100,100,100,100,219825.2031,285610.2813,208465.9219,166208.3594,100,100,C41H36N4O11,CC(=C)C(=O)OCCO.Nc1ccc(Oc2ccc(N)cc2)cc1.Nc3cccc(N)c3.O=C4OC(=O)c5cc(ccc45)C(=O)c6ccc7C(=O)OC(=O)c7c6,-0.001520237
717.5310669,8.111316667,528748.0586,158586.668,159229.0117,158926.0274,100,100,100,100,100,100,C42H72O6,CCCCCCCCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC(C)C)c(c1)C(=O)OCCCCCCCC(C)C,-0.003492454
737.5933024,8.541983333,282917.7735,638008.1172,735502.0547,708292.5547,100,100,100,100,100,100,C43H80O6,CCCCCCCCCCCCCCCCCCOC(=O)C(C)=C.CCCCCCCCCCCCOC(=O)C(C)=C.COC(=O)C(C)=C,-0.006074185
711.3180339,6.186766667,100,100,100,100,100,100,100,100,190326.4395,81333.34375,C40H46N4O6S,COc1ccc(NC=CC2=[N+](C)c3ccccc3C2(C)C)cc1.COc4ccc(cc4)[NH+]=CC=C5N(C)c6ccccc6C5(C)C.[O-][S]([O-])(=O)=O,-0.009141309
738.6122843,8.705966667,100,100,100,100,368284.3125,265387.5,356903.2188,330367.75,100,100,C48H84O6,CC(C)CCCCCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCCCCC(C)C)c(c1)C(=O)OCCCCCCCCCCC(C)C,-0.031541014
738.5205282,11.39526667,100,100,100,100,248410.9688,226433.7813,226369.4375,249153.6406,100,100,C43H68N4O6,COCCO.CC1(C)CC(N)CC(C)(CN)C1.CC(C)(c2ccc(O)cc2)c3ccc(O)cc3.O=C=NC4CCC(CC4)CC5CCC(CC5)N=C=O,-0.084426375
730.6105143,8.2116,100,100,100,100,174278.707,176605.0977,296726.5664,657345.6289,366085.6914,100,C43H79N3O3,CCCCC/C=C/C/C=C/CCCCCCCC(=O)NCCC[N@+](C)([O-])CCCNC(=O)CCCCCCC\C=C\C\C=C\CCCCC,-0.098455118
725.6084595,8.820683333,100,100,100,100,1435455.25,1326360.125,1847155,1254483.75,100,57682.83984,C46H80O3,CCCCCCCC\C=C/CCCCCCCCOC(=O)OC1CCC2(C)C3CCC4(C)C(CCC4C3CC=C2C1)C(C)CCCC(C)C,-0.131171422
703.5015462,7.65475,100,100,100,100,100,100,499549.2188,100,100,221770.6094,C45H68NO3P,CCC(C)(C)c1ccc(OP(Oc2ccc(cc2)C(C)(C)CC)Oc3ccc(cc3)C(C)(C)CC)cc1.C4CCC(CC4)NC5CCCCC5,-0.233394965
725.6084595,8.820683333,100,100,100,100,1435455.25,1326360.125,1847155,1254483.75,100,57682.83984,C46H80O3,CCCCCCCC\C=C/CCCCCCCCOC(=O)OC1CCC2(C)C3CCC4(C)C(CCC4C3CC=C2C1)C(C)CCCC(C)C,-0.321647612
772.6333415,11.12115,629467.4375,768846.0625,671467.25,1087117.125,100,100,100,100,100,100,C52H86O5,CCCCCCCCCc1ccccc1O.CCCCCCCCCc2cccc(O)c2CCCCCCCCC.CC(C)(C)c3ccc(O)cc3.C=O.C4CO4,-0.521385494
773.6361084,11.12115,100,141975.8047,115142.9844,183991.4141,100,100,100,100,100,100,C52H86O5,CCCCCCCCCc1ccccc1O.CCCCCCCCCc2cccc(O)c2CCCCCCCCC.CC(C)(C)c3ccc(O)cc3.C=O.C4CO4,-0.551634229
747.456075,11.89718333,100,100,100,100,100,100,100,100,6785233,187420.8281,C37H68N2O14,CC(C)(CO)CO.CC(CO)(CO)C(O)=O.OCCCCCCO.OC(=O)CCCCC(O)=O.O=C=NC1CCC(CC1)CC2CCC(CC2)N=C=O,-0.553710173
747.456075,11.89718333,100,100,100,100,100,100,100,100,8635395,187420.8281,C37H68N2O14,CC(C)(CO)CO.CC(CO)(CO)C(O)=O.OCCCCCCO.OC(=O)CCCCC(O)=O.O=C=NC1CCC(CC1)CC2CCC(CC2)N=C=O,-0.553710173
717.5074056,10.699,138756.8711,199394.7774,293157.543,189828.4336,100,100,100,100,100,100,C39H72O11,CCCCCCCCCC(=O)OCC(CO)(COCC(CO)(COC(=O)CCCC)COC(=O)CCCCCCC)COC(=O)CCCCC,-0.56323444
845.6341349,10.80003333,254808.3848,318875.3535,267729.791,319987.791,100,100,100,100,100,100,C42H93N3O12S,CCCCCCCCCCCCCCCCCC[N+](C)(CCOCCO)CC[N+](C)(CCOCCO)CC[N+](C)(CCOCCO)CCOCCO.CO[S]([O-])(=O)=O,-0.577178955
847.1297607,8.512783333,211351.6563,236595.0469,446263.4375,438506.4688,100,100,100,100,100,100,C41H28N4O10S2,Nc1c(cc(Nc2ccc(Cc3ccc(Nc4cc(c(N)c5C(=O)c6ccccc6C(=O)c45)[S](O)(=O)=O)cc3)cc2)c7C(=O)c8ccccc8C(=O)c17)[S](O)(=O)=O,-0.583197616
719.1480916,8.236566667,100,100,152379.25,237171.4688,217788.0313,229298.4375,100,272703.5938,218514.6875,563861.9375,C44H24N4O8,Nc1c(ccc2C(=O)c3ccccc3C(=O)c12)C(=O)Nc4cccc5C(=O)c6c(NC(=O)c7ccc8C(=O)c9ccccc9C(=O)c8c7N)cccc6C(=O)c45,-0.58984304
827.6632894,10.76465,366321.8438,630657.1875,371735.8438,458296.6563,100,100,100,100,100,100,C46H88N2O7,CCCCC/C=C\C\C=C/CCCCCCCC(O)=O.CCCCC/C=C\C\C=C/CCCCCCCC(O)=O.NCCCOCCOCCOCCCN,-0.606565874
879.6743571,10.34463333,100,100,100,100,159346.6172,174178.1328,100,233203.0703,100,233844.5313,C54H92N2O8,CCCCCCCCCCCCCOC(=O)c1ccc(C(=O)OC2CC(C)(C)NC(C)(C)C2)c(C(=O)OCCCCCCCCCCCCC)c1C(=O)OC3CC(C)(C)NC(C)(C)C3,-0.653256925
734.6415405,11.88031667,745049.4219,226304.7344,508424.1719,846672.8594,100,100,100,100,100,100,C43H83N3O3,CCCCCCCC/C=C/CCCCCCCC(=O)NCCC[N@+](C)([O-])CCCNC(=O)CCCCCCC\C=C\CCCCCCCC,-0.986457825
724.5766195,8.986216667,434814.875,768097,549667.0625,711776.5,100,100,100,100,100,100,C43H78O8,CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1OC(OC)[C@H](OC(=O)CCCCCCC\C=C\CCCCCCCC)[C@@H](O)[C@@H]1O,-1.084019586
715.5009766,7.038633333,100,100,100,100,100,100,100,100,5321867.5,5988053,C39H72O11,CCCCCCCCCC(=O)OCC(CO)(COCC(CO)(COC(=O)CCCC)COC(=O)CCCCCCC)COC(=O)CCCCC,-1.308929158
773.6358236,11.12115,223319.0703,423584.9766,381104.9453,560897.8203,100,100,100,100,100,100,C52H86O5,CCCCCCCCCc1ccccc1O.CCCCCCCCCc2cccc(O)c2CCCCCCCCC.CC(C)(C)c3ccc(O)cc3.C=O.C4CO4,-1.545194006
729.5317383,8.080633333,608819.4238,713198.6738,100,319027.6113,100,100,100,100,100,100,C37H76O13,CCCCCCCCCCCC(O)=O.CCCCCCCC(O)=O.CCCCCCC(O)=O.OCC(CO)(CO)COCC(CO)(CO)CO,-2.104378912
735.5923462,11.6267,100,100,100,100,453321.7188,619407,565773.875,617452.375,100,100,C40H83N2O7P,CCCCCCCCCCCCCCCCCC(=O)NCCN(CCO)C(=O)CCCCCCCCCCCCCCCCC.O[P](O)(O)=O,-2.324043036
725.6080933,8.820683333,100,100,100,100,752738,624384.6875,927487.25,683676.625,100,100,C46H80O3,CCCCCCCC\C=C/CCCCCCCCOC(=O)OC1CCC2(C)C3CCC4(C)C(CCC4C3CC=C2C1)C(C)CCCC(C)C,-3.34411758
725.5584717,7.999466667,100,100,100,181150.9814,100,111793.4814,100,100,100,77376.96875,C39H82O7P2,CCCCCCCCCCCCCO[P](O)(=O)O[P](=O)(OCCCCCCCCCCCCC)OCCCCCCCCCCCCC,-3.370399721
803.478597,11.54555,162371.1563,187247.4375,273490.3438,237986.4219,100,100,100,100,100,100,C32H73N2O15P,CCCCCCCCCCOCCOCCOCCOCCOCCO[P](O)(O)=O.OCCN(CCO)CCO.OCCN(CCO)CCO,-3.534831901
707.1582845,5.944283333,12767933,21508372,19350772,17428772,100,100,100,100,100,297611.375,C29H32ClN7O10S,COc1cc(N=Nc2ccc(cc2N[S](C)(=O)=O)N(CCOC(C)=O)CCOC(C)=O)c(OC)cc1N=Nc3ccc(cc3Cl)[N+]([O-])=O,-3.748608361
705.1787109,6.474766667,755267.0625,483073.6875,503064.25,479677.5313,100,100,100,100,100,100,C37H36ClN2O6S2,CCN(Cc1cccc(c1)[S](O)(=O)=O)c2ccc(cc2)[C+](c3ccc(cc3)N(CC)Cc4cccc(c4)[S](O)(=O)=O)c5ccccc5Cl,-3.893935814
729.5313517,8.082083333,1291873.611,887197.9863,100,565073.5488,100,100,100,100,100,100,C37H76O13,CCCCCCCCCCCC(O)=O.CCCCCCCC(O)=O.CCCCCCC(O)=O.OCC(CO)(CO)COCC(CO)(CO)CO,-4.086141589
729.5313517,8.082083333,28323259.86,11622776.86,10709216.86,11740523.86,100,100,100,100,100,100,C37H76O13,CCCCCCCCCCCC(O)=O.CCCCCCCC(O)=O.CCCCCCC(O)=O.OCC(CO)(CO)COCC(CO)(CO)CO,-4.086141589
756.6721802,11.86683333,100,100,4551203.99,2786592.99,1915444.865,2235692.99,637998.4902,1117977.115,100,100,C46H89N5O4,CCCCCCCC/C=C/CCCCCCCC(=O)NCCNCCN(CCNCCNC(=O)CCCCCCC\C=C\CCCCCCC)CCC(O)=O,-4.094020746
756.6721802,11.86683333,100,100,3114235.99,2786592.99,1915444.865,2235692.99,1569608.74,1117977.115,100,100,C46H89N5O4,CCCCCCCC/C=C/CCCCCCCC(=O)NCCNCCN(CCNCCNC(=O)CCCCCCC\C=C\CCCCCCC)CCC(O)=O,-4.146652325
713.6229045,11.05656667,1559374.5,1849151.75,1015302.875,1491900.375,100,100,465888.375,100,100,100,C46H81NO4,CCCCCCCCCCCCCCCCCCOC(=O)C(C)=C.CCCCCCCCCCCCOC(=O)C(C)=C.Cc1ccc(C=C)cn1,-4.183858749
707.1584473,5.9734,4210136,7428600.5,6886830.5,5727972.5,100,100,100,100,100,111226.7266,C29H32ClN7O10S,COc1cc(N=Nc2ccc(cc2N[S](C)(=O)=O)N(CCOC(C)=O)CCOC(C)=O)c(OC)cc1N=Nc3ccc(cc3Cl)[N+]([O-])=O,-4.209752418
717.15979,5.864116667,100,100,100,100,100,100,100,134404.5781,139044.2031,134232.0938,C31H32N2O13S,Cc1cc(cc(CN(CC(O)=O)CC(O)=O)c1O)C2(O[S](=O)(=O)c3ccccc23)c4cc(C)c(O)c(CN(CC(O)=O)CC(O)=O)c4,-4.460563785
787.567627,10.92541667,100,100,100,100,161969.3125,212443.3906,126635.5781,137388.3125,100,188883.2813,C40H83O12P,CCCCCCCCCCCCOCCOCCOCCOCCO[P](O)(=O)OCCOCCOCCOCCOCCCCCCCCCCCC,-4.529630699
730.5345256,8.082083333,13818092,5494360,5300612.5,5524501.5,100,100,100,100,100,100,C37H76O13,CCCCCCCCCCCC(O)=O.CCCCCCCC(O)=O.CCCCCCC(O)=O.OCC(CO)(CO)COCC(CO)(CO)CO,-4.580761936
711.1926066,6.126133333,100,100,100,100,114264.125,100,100,100,100,100,C38H36N2O3S3,CCN1/C(Sc2cc3ccccc3cc12)=C/C(CC)=Cc4sc5cc6ccccc6cc5[n+]4CC.Cc7ccc(cc7)[S]([O-])(=O)=O,-4.856518311
710.5668945,11.88031667,330645.8047,873419.1489,943575.2109,949808.4609,100,100,100,100,100,100,C41H76O6,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(CO)(CO)COC(=O)CCCCCCC\C=C\CCCCCCCC,-4.868755163
734.6415405,11.88031667,745049.4219,226304.7344,508424.1719,846672.8594,100,100,100,100,100,100,C46H86O6,CCCCCCCCCCCCCCCCCCOC(=O)C(C)=C.CCCCCCCCCCCCOC(=O)C(C)=C.CCCCOC(=O)C(C)=C,-5.061618386
712.5074463,10.1662,100,100,100,100,596477.375,780920.625,341189.875,565901.3125,100,100,C40H74O11,CCCCCCCCCC(=O)OCC(COCC(CO)(CO)COC(=O)CCCC)(COC(=O)CCCCCC)COC(=O)CCCCCCC,-5.14597172
747.4570313,6.921316667,100,100,100,100,100,100,392781.75,100,100,100,C37H68N2O14,CC(C)(CO)CO.CC(CO)(CO)C(O)=O.OCCCCCCO.OC(=O)CCCCC(O)=O.O=C=NC1CCC(CC1)CC2CCC(CC2)N=C=O,-5.226692659
815.2692261,9.86015,980373.125,1238977.625,1097409.75,1120890,100,100,100,100,100,100,C40H48O19,CC(C)(CO)CO.CC(C)(CO)COC(=O)C(C)(C)CO.OC(=O)c1ccc(cc1)C(O)=O.OC(=O)c2cccc(c2)C(O)=O.OC(=O)c3ccc4C(=O)OC(=O)c4c3,-5.25990253
815.2692871,9.86015,1659930.125,1759880.875,1415823.125,1576477.875,100,100,100,100,100,100,C40H48O19,CC(C)(CO)CO.CC(C)(CO)COC(=O)C(C)(C)CO.OC(=O)c1ccc(cc1)C(O)=O.OC(=O)c2cccc(c2)C(O)=O.OC(=O)c3ccc4C(=O)OC(=O)c4c3,-5.387397303
803.478597,11.54555,162371.1563,187247.4375,273490.3438,237986.4219,100,100,100,100,100,100,C32H73N2O15P,CCCCCCCCCCOCCOCCOCCOCCOCCO[P](O)(O)=O.OCCN(CCO)CCO.OCCN(CCO)CCO,-5.534831901
