mz,rt,X700_900_Pos_jgu1.mzXML,X700_900_Pos_jgu2.mzXML,X700_900_Pos_jgw1.mzXML,X700_900_Pos_jgw2.mzXML,X700_900_Pos_nju1.mzXML,X700_900_Pos_nju2.mzXML,X700_900_Pos_njw1.mzXML,X700_900_Pos_njw2.mzXML,X700_900_Pos_oju2.mzXML,X700_900_Pos_ojw1.mzXML,formula.pred,SMILES,allscore
750.0198568,10.3561,4353193.118,6148785.618,7791205.618,5254896.118,100,100,100,100,100,25185.42578,C25H21N3O14S4,O[S](=O)(=O)OCC[S](=O)(=O)c1ccc(N\N=C\2C(=O)c3c(NC(=O)c4ccccc4)ccc(c3C=C2[S](O)(=O)=O)[S](O)(=O)=O)cc1,-0.515083343
750.0198568,10.3561,6006628.118,6148785.618,7791205.618,5254896.118,100,100,100,100,100,25185.42578,C25H21N3O14S4,O[S](=O)(=O)OCC[S](=O)(=O)c1ccc(N\N=C\2C(=O)c3c(NC(=O)c4ccccc4)ccc(c3C=C2[S](O)(=O)=O)[S](O)(=O)=O)cc1,-0.515083343
750.0189209,10.38516667,960740.8682,993120.1182,1189065.993,926950.1807,100,100,100,100,100,100,C25H21N3O14S4,O[S](=O)(=O)OCC[S](=O)(=O)c1ccc(N\N=C\2C(=O)c3c(NC(=O)c4ccccc4)ccc(c3C=C2[S](O)(=O)=O)[S](O)(=O)=O)cc1,-4.056275869
751.4799194,7.394383333,40932824.2,37457352.2,26280872.2,25306024.2,513013.8281,754052.3281,3175223.203,4111432.453,100,100,C42H70O9S,CCCCCCCCCCCCS.CCCCOC(=O)C=C.COC(=O)C(C)=C.CC(=C)C(O)=O.CC(=C)C(=O)OCCO.C=Cc1ccccc1,-4.526968558
751.4799194,7.394383333,40932824.2,37457352.2,26280872.2,25306024.2,513013.8281,754052.3281,3175223.203,4111432.453,100,100,C42H70O9S,CCCCCCCCCCCCS.CCCCOC(=O)C=C.COC(=O)C(C)=C.CC(=C)C(O)=O.CC(=C)C(=O)OCCO.C=Cc1ccccc1,-4.526968558
751.5241903,10.48721667,208684.0704,317136.3204,263312.7266,269446.4766,100,100,100,100,100,27562.81836,C38H72N2O6S2,CCCCCCCCCCCCCCCC(=O)NC(CSSCC(NC(=O)CCCCCCCCCCCCCCC)C(O)=O)C(O)=O,-3.077436378
751.4799805,7.394383333,16094024.2,14093944.2,10213573.2,10301462.2,221328.7656,294911.1094,1137078.828,1443095.578,100,298343.7188,C42H70O9S,CCCCCCCCCCCCS.CCCCOC(=O)C=C.COC(=O)C(C)=C.CC(=C)C(O)=O.CC(=C)C(=O)OCCO.C=Cc1ccccc1,-4.465665565
753.0437622,10.82271667,185886.8535,114571.6347,378427.7754,111708.6191,100,100,100,100,100,100,C34H24Cl2N4O8S2Sr,[Sr++].Cc1cc(N\N=C\2C(=O)C=Cc3ccccc23)c(cc1Cl)[S]([O-])(=O)=O.Cc4cc(N\N=C\5C(=O)C=Cc6ccccc56)c(cc4Cl)[S]([O-])(=O)=O,-0.593162162
755.2497762,8.599716667,100,100,100,100,2566563.807,2559780.807,2392494.307,1792685.057,100,53214.875,C30H39N7O11S2,Nc1ccc2C(=O)C(=N/Nc3ccc(cc3)N=Nc4ccc(cc4)[S](O)(=O)=O)\C(=Cc2c1)[S](O)(=O)=O.OCCNCCO.OCCNCCO,-4.653373817
757.4854329,8.8037,100,100,100,100,1153647.82,650631.7578,242131.9766,998959.5703,192749.2266,58438.73438,C40H72N2O7S2,CCCCCCCCCCCCc1ccc(cc1)[S](O)(=O)=O.CCCCCCCCCCCCc2ccc(cc2)[S](O)(=O)=O.NCCNCCO,-0.081833855
759.4703979,8.832433333,100,133850.8438,100,158496.6719,4119838.5,3302117.25,2713409.25,6085331,100,91728.27344,C39H64O13,CCCCCCCCCCCCOC(=O)C(C)=C.CCCCOC(=O)\C=C/C(O)=O.CC(=O)OC=C.CC(=C)C(O)=O.CC(=C)C(=O)OCC1CO1,-5.055338037
759.4703979,8.832433333,100,133850.8438,100,158496.6719,4119838.5,3302117.25,2713409.25,6085331,100,91728.27344,C39H64O13,CCCCCCCCCCCCOC(=O)C(C)=C.CCCCOC(=O)\C=C/C(O)=O.CC(=O)OC=C.CC(=C)C(O)=O.CC(=C)C(=O)OCC1CO1,-5.055338037
759.4703979,8.832433333,100,100,100,158496.6719,4119838.5,3302117.25,2713409.25,6085331,100,91728.27344,C39H64O13,CCCCCCCCCCCCOC(=O)C(C)=C.CCCCOC(=O)\C=C/C(O)=O.CC(=O)OC=C.CC(=C)C(O)=O.CC(=C)C(=O)OCC1CO1,-5.055338037
