mz,minintensity,sampleID,IsUnique,,Formula,ProdList,+e-,-10 ppm,+10 ppm,,Match found?,Total matches
195.102,2000.91394,1,FALSE,,,,,,,,,
195.102,2148.977295,2,FALSE,,,,,,,,,
195.102,2467.787842,5,FALSE,,,,,,,,,
195.102,2380.166748,9,FALSE,,,,,,,,,
196.984,12240.54785,1,FALSE,,,,,,,,,
196.984,14510.52734,4,FALSE,,,,,,,,,
196.984,14329.08203,5,FALSE,,,,,,,,,
196.984,10527.35254,9,FALSE,,,,,,,,,
197.081,6911.88623,1,FALSE,,,,,,,,,
197.081,7070.380371,2,FALSE,,,,,,,,,
197.081,6124.342773,3,FALSE,,,,,,,,,
197.081,6575.40918,4,FALSE,,,,,,,,,
197.081,6705.637207,5,FALSE,,,,,,,,,
197.081,7688.322266,6,FALSE,,,,,,,,,
197.081,4052.216309,7,FALSE,,,,,,,,,
197.081,7031.231445,8,FALSE,,,,,,,,,
197.081,6173.61084,9,FALSE,,,,,,,,,
199.061,4956.271484,1,FALSE,,,,,,,,,
199.061,5692.69873,4,FALSE,,,,,,,,,
199.061,4034.322754,5,FALSE,,,,,,,,,
199.061,4130.716797,7,FALSE,,,,,,,,,
199.061,6014.416992,8,FALSE,,,,,,,,,
199.061,5313.337402,9,FALSE,,,,,,,,,
199.097,15217.07813,1,FALSE,,,,,,,,,
199.097,16118.77148,2,FALSE,,,,,,,,,
199.097,14225.96387,3,FALSE,,,,,,,,,
199.097,18307.26953,4,FALSE,,,,,,,,,
199.097,15147.98828,5,FALSE,,,,,,,,,
199.097,17174.17188,6,FALSE,,,,,,,,,
199.097,12570.80469,7,FALSE,,,,,,,,,
199.097,15418.43848,8,FALSE,,,,,,,,,
199.097,13009.52832,9,FALSE,,,,,,,,,
199.85,2333.288086,1,FALSE,,,,,,,,,
199.85,2392.487305,2,FALSE,,,,,,,,,
199.85,2957.454102,4,FALSE,,,,,,,,,
199.85,4281.070313,5,FALSE,,,,,,,,,
199.85,2907.756348,6,FALSE,,,,,,,,,
199.85,2838.94751,7,FALSE,,,,,,,,,
199.85,2760.973145,8,FALSE,,,,,,,,,
200.858,3105.142822,2,FALSE,,,,,,,,,
200.858,5493.584961,4,FALSE,,,,,,,,,
200.858,10179.50879,5,FALSE,,,,,,,,,
200.858,6166.001953,6,FALSE,,,,,,,,,
200.858,8793.932617,7,FALSE,,,,,,,,,
200.858,7992.642578,8,FALSE,,,,,,,,,
200.858,9319.101563,9,FALSE,,,,,,,,,
201.076,12348.39453,1,FALSE,,,,,,,,,
201.076,14907.9668,2,FALSE,,,,,,,,,
201.076,12246.63379,3,FALSE,,,,,,,,,
201.076,12265.84473,4,FALSE,,,,,,,,,
201.076,12194.03711,5,FALSE,,,,,,,,,
201.076,11807.54688,6,FALSE,,,,,,,,,
201.076,12688.77148,7,FALSE,,,,,,,,,
201.076,12484.2334,8,FALSE,,,,,,,,,
201.113,12937.30957,3,FALSE,,,,,,,,,
201.113,19237.38867,4,FALSE,,,,,,,,,
201.113,18777.4668,5,FALSE,,,,,,,,,
201.113,20288.70508,7,FALSE,,,,,,,,,
201.113,17447.92773,8,FALSE,,,,,,,,,
201.113,20249.43945,9,FALSE,,,,,,,,,
202.116,2136.216309,1,FALSE,,,,,,,,,
202.116,2295.938721,5,FALSE,,,,,,,,,
203.092,2223.553223,2,FALSE,,,,,,,,,
203.092,2199.710693,5,FALSE,,,,,,,,,
203.092,2354.901123,6,FALSE,,,,,,,,,
209.154,2149.690674,2,FALSE,,,,,,,,,
209.154,2146.626953,4,FALSE,,,,,,,,,
209.154,2103.500244,6,FALSE,,,,,,,,,
211.061,2398.673096,1,FALSE,,,,,,,,,
211.061,2099.13916,2,FALSE,,,,,,,,,
211.061,2142.330078,5,FALSE,,,,,,,,,
211.061,2140.595947,6,FALSE,,,,,,,,,
211.061,2101.645508,8,FALSE,,,,,,,,,
211.097,4631.178223,1,FALSE,,,,,,,,,
211.097,4115.66748,2,FALSE,,,,,,,,,
211.097,5339.698242,3,FALSE,,,,,,,,,
211.097,5460.766113,4,FALSE,,,,,,,,,
211.097,6189.041504,5,FALSE,,,,,,,,,
211.097,5302.802734,6,FALSE,,,,,,,,,
211.097,4180.789063,7,FALSE,,,,,,,,,
211.097,4113.288574,8,FALSE,,,,,,,,,
211.097,3667.901855,9,FALSE,,,,,,,,,
212.91,2725.510254,8,TRUE,,,,,,,,,
213.113,3475.815186,1,FALSE,,,,,,,,,
213.113,4732.567871,2,FALSE,,,,,,,,,
213.113,4376.227051,3,FALSE,,,,,,,,,
213.113,5577.952148,4,FALSE,,,,,,,,,
213.113,4155.348633,5,FALSE,,,,,,,,,
213.113,4586.378906,6,FALSE,,,,,,,,,
213.113,5025.762207,7,FALSE,,,,,,,,,
213.113,3983.665283,8,FALSE,,,,,,,,,
213.113,4144.091309,9,FALSE,,,,,,,,,
215.009,3824.035156,7,FALSE,,,,,,,,,
215.009,3728.480713,8,FALSE,,,,,,,,,
215.056,2076.061768,1,FALSE,,,,,,,,,
215.056,2207.046143,2,FALSE,,,,,,,,,
215.056,2688.836182,4,FALSE,,,,,,,,,
215.056,2110.985352,7,FALSE,,,,,,,,,
215.056,2489.862305,8,FALSE,,,,,,,,,
215.056,2269.639404,9,FALSE,,,,,,,,,
215.092,17077.91797,1,FALSE,,,,,,,,,
215.092,17613.11719,2,FALSE,,,,,,,,,
215.092,20422.51758,3,FALSE,,,,,,,,,
215.092,18563.73242,4,FALSE,,,,,,,,,
215.092,19996.93555,5,FALSE,,,,,,,,,
215.092,20888.7793,6,FALSE,,,,,,,,,
215.092,16608.72852,7,FALSE,,,,,,,,,
215.092,20659.29688,8,FALSE,,,,,,,,,
215.092,18951.94922,9,FALSE,,,,,,,,,
217.108,2765.415527,1,FALSE,,,,,,,,,
217.108,3896.748779,2,FALSE,,,,,,,,,
217.108,4175.600098,3,FALSE,,,,,,,,,
217.108,4320.791016,4,FALSE,,,,,,,,,
217.108,4359.012207,5,FALSE,,,,,,,,,
217.108,2391.479248,6,FALSE,,,,,,,,,
217.108,4463.73584,7,FALSE,,,,,,,,,
217.108,3813.76416,8,FALSE,,,,,,,,,
217.108,3616.728027,9,FALSE,,,,,,,,,
221.082,2331.000732,4,TRUE,,,,,,,,,
225.113,2098.580078,4,FALSE,,,,,,,,,
225.113,2176.356934,9,FALSE,,,,,,,,,
227.092,6395.026367,1,FALSE,,,,,,,,,
227.092,6825.817383,2,FALSE,,,,,,,,,
227.092,7626.450195,3,FALSE,,,,,,,,,
227.092,8890.885742,4,FALSE,,,,,,,,,
227.092,5902.371094,5,FALSE,,,,,,,,,
227.092,7470.57373,6,FALSE,,,,,,,,,
227.092,7609.070313,7,FALSE,,,,,,,,,
227.092,6540.88623,8,FALSE,,,,,,,,,
227.092,6740.518555,9,FALSE,,,,,,,,,
229.108,9122.885742,1,FALSE,,,,,,,,,
229.108,6675.354004,2,FALSE,,,,,,,,,
229.108,8202.293945,3,FALSE,,,,,,,,,
229.108,9255.956055,4,FALSE,,,,,,,,,
229.108,8126.098145,5,FALSE,,,,,,,,,
229.108,7179.081543,6,FALSE,,,,,,,,,
229.108,9234.043945,7,FALSE,,,,,,,,,
229.108,9240.188477,8,FALSE,,,,,,,,,
229.108,8191.515625,9,FALSE,,,,,,,,,
229.144,5124.056152,2,FALSE,,,,,,,,,
229.144,5466.84082,3,FALSE,,,,,,,,,
229.144,7158.89502,7,FALSE,,,,,,,,,
229.144,3924.771729,8,FALSE,,,,,,,,,
229.144,5721.946777,9,FALSE,,,,,,,,,
229.916,4108.051758,1,FALSE,,,,,,,,,
229.916,3915.855957,2,FALSE,,,,,,,,,
229.916,3218.599365,4,FALSE,,,,,,,,,
229.916,4006.837646,5,FALSE,,,,,,,,,
229.916,4252.918945,6,FALSE,,,,,,,,,
229.916,3916.34668,7,FALSE,,,,,,,,,
229.916,3742.79248,8,FALSE,,,,,,,,,
229.916,3052.933594,9,FALSE,,,,,,,,,
229.937,2883.480713,1,FALSE,,,,,,,,,
229.937,2319.695313,5,FALSE,,,,,,,,,
231.087,2268.000732,1,FALSE,,,,,,,,,
231.087,2592.538574,2,FALSE,,,,,,,,,
231.087,3018.0896,3,FALSE,,,,,,,,,
231.087,2949.918701,4,FALSE,,,,,,,,,
231.087,2692.78833,5,FALSE,,,,,,,,,
231.087,3005.765137,6,FALSE,,,,,,,,,
231.087,3448.119385,7,FALSE,,,,,,,,,
231.087,3169.471436,8,FALSE,,,,,,,,,
231.087,2563.068848,9,FALSE,,,,,,,,,
231.124,2121.780762,1,FALSE,,,,,,,,,
231.124,2165.608398,2,FALSE,,,,,,,,,
231.124,2460.293457,5,FALSE,,,,,,,,,
231.124,2143.275391,6,FALSE,,,,,,,,,
231.124,2385.179932,7,FALSE,,,,,,,,,
231.124,2166.388184,9,FALSE,,,,,,,,,
232.931,3686.12085,4,TRUE,,,,,,,,,
239.092,3599.908936,2,TRUE,,,,,,,,,
239.129,3053.78833,5,TRUE,,,,,,,,,
241.072,2316.741455,1,FALSE,,,,,,,,,
241.072,2161.594971,6,FALSE,,,,,,,,,
241.108,4432.350098,1,FALSE,,,,,,,,,
241.108,2444.374023,2,FALSE,,,,,,,,,
241.108,4577.993164,3,FALSE,,,,,,,,,
241.108,3353.246826,4,FALSE,,,,,,,,,
241.108,3721.528564,5,FALSE,,,,,,,,,
241.108,4015.162598,6,FALSE,,,,,,,,,
241.108,3184.746338,7,FALSE,,,,,,,,,
241.108,4620.566895,8,FALSE,,,,,,,,,
241.108,3026.317139,9,FALSE,,,,,,,,,
241.144,3382.694092,2,FALSE,,,,,,,,,
241.144,4247.655273,5,FALSE,,,,,,,,,
241.144,2809.090576,6,FALSE,,,,,,,,,
241.144,3160.342285,7,FALSE,,,,,,,,,
243.087,4660.921875,1,FALSE,,,,,,,,,
243.087,5689.433105,2,FALSE,,,,,,,,,
243.087,6161.507324,3,FALSE,,,,,,,,,
243.087,5999.279785,4,FALSE,,,,,,,,,
243.087,6462.346191,5,FALSE,,,,,,,,,
243.087,6086.40918,7,FALSE,,,,,,,,,
243.087,2848.437256,9,FALSE,,,,,,,,,
243.124,2281.733154,2,FALSE,,,,,,,,,
243.124,2528.567139,4,FALSE,,,,,,,,,
243.124,2294.182617,5,FALSE,,,,,,,,,
243.124,2952.477539,6,FALSE,,,,,,,,,
243.124,2331.697998,8,FALSE,,,,,,,,,
243.124,2340.151367,9,FALSE,,,,,,,,,
243.16,7454.990234,1,FALSE,,,,,,,,,
243.16,5783.480957,2,FALSE,,,,,,,,,
243.16,7347.209961,3,FALSE,,,,,,,,,
243.16,6447.17627,4,FALSE,,,,,,,,,
243.16,6301.320313,5,FALSE,,,,,,,,,
243.16,6647.221191,6,FALSE,,,,,,,,,
243.16,7802.263184,7,FALSE,,,,,,,,,
243.16,7032.404785,8,FALSE,,,,,,,,,
243.16,6941.789551,9,FALSE,,,,,,,,,
245.103,3369.218506,1,FALSE,,,,,,,,,
245.103,2931.149658,2,FALSE,,,,,,,,,
245.103,3638.16626,3,FALSE,,,,,,,,,
245.103,3998.39502,4,FALSE,,,,,,,,,
245.103,3960.776123,5,FALSE,,,,,,,,,
245.103,4872.023926,6,FALSE,,,,,,,,,
245.103,3994.296387,7,FALSE,,,,,,,,,
245.103,2478.316895,8,FALSE,,,,,,,,,
245.103,4324.753418,9,FALSE,,,,,,,,,
253.108,2336.729736,4,TRUE,,,,,,,,,
253.145,4781.391602,9,TRUE,,,,,,,,,
255.087,2713.005127,8,FALSE,,,,,,,,,
255.087,2704.359375,9,FALSE,,,,,,,,,
255.124,2463.742188,1,FALSE,,,,,,,,,
255.124,2323.174316,2,FALSE,,,,,,,,,
255.124,2557.076904,5,FALSE,,,,,,,,,
255.124,2182.692139,7,FALSE,,,,,,,,,
255.124,2432.225586,9,FALSE,,,,,,,,,
255.16,2253.63623,1,FALSE,,,,,,,,,
255.16,2329.878418,2,FALSE,,,,,,,,,
255.16,2505.916992,7,FALSE,,,,,,,,,
255.16,2730.120361,9,FALSE,,,,,,,,,
257.103,4538.17334,1,FALSE,,,,,,,,,
257.103,5206.30957,2,FALSE,,,,,,,,,
257.103,5435.467773,4,FALSE,,,,,,,,,
257.103,6168.930176,6,FALSE,,,,,,,,,
257.103,5881.106934,7,FALSE,,,,,,,,,
257.103,5430.174805,8,FALSE,,,,,,,,,
269.103,2202.856201,1,FALSE,,,,,,,,,
269.103,2535.258545,2,FALSE,,,,,,,,,
269.103,2687.757813,4,FALSE,,,,,,,,,
269.103,2223.041504,5,FALSE,,,,,,,,,
269.103,2514.60376,6,FALSE,,,,,,,,,
269.103,2263.474854,7,FALSE,,,,,,,,,
269.103,2489.056152,8,FALSE,,,,,,,,,
271.119,2067.615479,1,FALSE,,,,,,,,,
271.119,3784.002441,2,FALSE,,,,,,,,,
271.119,3619.668457,4,FALSE,,,,,,,,,
271.119,3777.508545,5,FALSE,,,,,,,,,
271.119,3980.834717,6,FALSE,,,,,,,,,
271.119,4067.599609,7,FALSE,,,,,,,,,
271.119,4193.745117,8,FALSE,,,,,,,,,
271.119,3631.269287,9,FALSE,,,,,,,,,
271.192,2403.598633,9,TRUE,,,,,,,,,
273.098,2316.152832,2,TRUE,,,,,,,,,
283.119,2385.093994,4,TRUE,,,,,,,,,
287.114,2263.532227,5,FALSE,,,,,,,,,
287.114,2378.467773,6,FALSE,,,,,,,,,
287.114,2244.034912,7,FALSE,,,,,,,,,
317.124,2385.62085,1,FALSE,,,,,,,,,
317.124,2385.726807,2,FALSE,,,,,,,,,
317.124,2639.528076,4,FALSE,,,,,,,,,
317.124,3257.139404,5,FALSE,,,,,,,,,
317.124,2691.240967,6,FALSE,,,,,,,,,
317.124,2328.476318,7,FALSE,,,,,,,,,
317.124,3193.27002,9,FALSE,,,,,,,,,
