"mz","rt","X500_700_Neg_jgu1.mzXML","X500_700_Neg_jgu2.mzXML","X500_700_Neg_jgw1.mzXML","X500_700_Neg_jgw2.mzXML","X500_700_Neg_nju1.mzXML","X500_700_Neg_nju2.mzXML","X500_700_Neg_njw1.mzXML","X500_700_Neg_njw2.mzXML","X500_700_Neg_oju2.mzXML","X500_700_Neg_ojw1.mzXML","SampleID","formula.pred","isoscore","mserror","ms1score","SMILES","DbID","Adducts","neutralscore","chracaterscore","ionmodescore","adductscore","MS2score","allscore","temp.scorevalues"
651.520385742188,11.8873666666667,255398,225142.125,214730.8125,134841.828125,100,100,100,100,100,100,1,"C39H72O7","0.00560658446071606","0.00995033085316809","0.0155569153138841","CCCCCCC(O)C/C=C/CCCCCCCC(=O)OCC(O)COC(=O)CCCCCCC\C=C\CC(O)CCCCCC","18541","[M-H]-","0",0,"0","1","0","1.01555691531388",0
650.611083984375,11.6262166666667,1230865.375,1387692.5,468724.71875,796574.125,44460.97265625,100,131073.140625,102752.8359375,100,100,2,"C14H4Cl12O","-4.56804754692728","-4.2941359017873","-8.86218344871458","ClC1=C(Cl)C2(Cl)C3C(OC4C3C5(Cl)C(=C(Cl)C4(Cl)C5(Cl)Cl)Cl)C1(Cl)C2(Cl)Cl","18956","[M+Cl]-","0",0,"0","0","0","0",0
651.629353841146,10.25875,100,100,100,111710.9453125,789692.125,809202.9375,95737.484375,262298.375,100,100,6,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
650.009033203125,8.48251666666667,2497485.75,3201235.5,484476.46875,482179.59375,100,100,100,100,100,100,2,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
652.406331380208,8.6167,100,100,100,100,259879.3125,242991.484375,100,318672.34375,100,88486.3046875,8,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
652.447285970052,9.4842,100,100,100,100,157503.125,230065.921875,208476.203125,230865.65625,100,100,8,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
650.468383789062,10.1146,100,100,100,100,205988.5,213025.09375,163329.625,210896.0625,100,100,6,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
652.483418782552,9.51301666666667,100,100,100,100,191342.34375,239414.6875,113257.21875,335799.3125,100,100,8,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
652.551615397135,11.2402,110109.5,198085.609375,820491.6875,145894.953125,665876.375,928371.625,116782.046875,819081.5625,100,100,6,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
652.551900227865,11.3546333333333,91738.0625,62515.67578125,641148.0625,34894.33203125,1069407,928371.625,116782.046875,767426.8125,100,100,5,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
652.551452636719,10.9243833333333,219474.296875,271398.375,820491.6875,251111.734375,665876.375,504488.375,83587.4296875,819081.5625,100,100,3,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
652.588012695312,8.93091666666667,100,100,670775.9375,100,400732.96875,228836.125,4277950.5,327950.34375,100,100,7,"0","0","0","0","0","0","0","0",0,"0","0","0","0",0
