mz,minintensity,sampleID,,IsUnique,,mz,,lockmass mz
213.076,84541.50781,74,,FALSE,,,,
112.984,291940.9063,75,,FALSE,,,,
129.054,531635.5,75,,FALSE,,,,
132.922,14221.19824,75,,FALSE,,,,
143.07,484688.2188,75,,FALSE,,,,
148.06,253446.9375,75,,FALSE,,,,
201.076,134539.2969,75,,FALSE,,,,
213.076,76548.42188,75,,FALSE,,,,
112.984,250422.8594,76,,FALSE,,,,
129.054,486314.375,76,,FALSE,,,,
132.922,15605.06934,76,,FALSE,,,,
143.07,370673.3125,76,,FALSE,,,,
148.06,249510.7031,76,,FALSE,,,,
157.086,131653.3906,76,,FALSE,,,,
201.076,138378.4375,76,,FALSE,,,,
213.076,84234.45313,76,,FALSE,,,,
100.932,2822.173096,77,,FALSE,,,,
112.984,238120.9375,77,,FALSE,,,,
129.054,493705.6563,77,,FALSE,,,,
132.922,16248.26465,77,,FALSE,,,,
143.07,366973.8438,77,,FALSE,,,,
148.06,237777.2656,77,,FALSE,,,,
157.086,125577.5234,77,,FALSE,,,,
187.06,176114.6094,77,,FALSE,,,,
201.076,125070.5859,77,,FALSE,,,,
112.984,222152.7031,78,,FALSE,,,,
129.054,550047.625,78,,FALSE,,,,
131.07,69996.33594,78,,FALSE,,,,
132.922,14911.50391,78,,FALSE,,,,
143.07,463331.3438,78,,FALSE,,,,
145.086,46107.3125,78,,FALSE,,,,
148.06,256226.7188,78,,FALSE,,,,
155.07,45278.03516,78,,FALSE,,,,
157.086,142028.6094,78,,FALSE,,,,
169.086,36831.15625,78,,FALSE,,,,
187.06,235151.5156,78,,FALSE,,,,
201.076,135457.8438,78,,FALSE,,,,
213.076,87186.25781,78,,FALSE,,,,
100.932,2727.144043,79,,FALSE,,,,
112.984,253460.9063,79,,FALSE,,,,
129.054,530653.5,79,,FALSE,,,,
131.07,63397.47266,79,,FALSE,,,,
132.922,13884.2627,79,,FALSE,,,,
143.07,372589.6563,79,,FALSE,,,,
145.086,45576.92969,79,,FALSE,,,,
148.06,232076.1719,79,,FALSE,,,,
157.086,134624.1563,79,,FALSE,,,,
201.076,134590.6563,79,,FALSE,,,,
201.112,40660.69922,79,,FALSE,,,,
213.076,75693.72656,79,,FALSE,,,,
112.984,261475.5469,80,,FALSE,,,,
129.054,564394.75,80,,FALSE,,,,
132.922,13407.87402,80,,FALSE,,,,
143.07,406364.75,80,,FALSE,,,,
148.06,249490.0469,80,,FALSE,,,,
187.06,180854.7188,80,,FALSE,,,,
100.932,2088.087158,81,,FALSE,,,,
112.984,233052.25,81,,FALSE,,,,
129.054,533051.1875,81,,FALSE,,,,
132.922,10575.19531,81,,FALSE,,,,
143.07,441020.9688,81,,FALSE,,,,
148.06,278640.3125,81,,FALSE,,,,
157.086,132043.5313,81,,FALSE,,,,
112.984,251457.5625,82,,FALSE,,,,
117.054,142793.8438,82,,FALSE,,,,
129.054,479753.625,82,,FALSE,,,,
131.07,72237.28125,82,,FALSE,,,,
132.922,8728.432617,82,,FALSE,,,,
143.034,137226.9375,82,,FALSE,,,,
143.07,418543.625,82,,FALSE,,,,
145.086,44365.29297,82,,FALSE,,,,
148.06,247810.0469,82,,FALSE,,,,
157.086,124863.4453,82,,FALSE,,,,
169.086,26861.83594,82,,FALSE,,,,
171.138,118096.7344,82,,FALSE,,,,
187.06,165154.7656,82,,FALSE,,,,
201.076,129225.4375,82,,FALSE,,,,
213.076,72450.39063,82,,FALSE,,,,
112.984,229116.4219,83,,FALSE,,,,
117.054,35164.46484,83,,FALSE,,,,
129.054,237155.4844,83,,FALSE,,,,
131.07,35589.02734,83,,FALSE,,,,
143.07,313268.4688,83,,FALSE,,,,
145.086,39902.53516,83,,FALSE,,,,
148.06,257133.75,83,,FALSE,,,,
157.086,43831.64453,83,,FALSE,,,,
201.076,132708.8281,83,,FALSE,,,,
213.076,77482.14844,83,,FALSE,,,,
112.984,139129.125,84,,FALSE,,,,
143.07,105574.7813,84,,FALSE,,,,
112.984,250078.4375,85,,FALSE,,,,
129.054,561511.5,85,,FALSE,,,,
132.922,14711.05078,85,,FALSE,,,,
143.07,393481.4063,85,,FALSE,,,,
148.06,250279.4219,85,,FALSE,,,,
213.076,82897.08594,85,,FALSE,,,,
112.984,228335.9219,86,,FALSE,,,,
129.054,459918.4688,86,,FALSE,,,,
132.922,13470.11621,86,,FALSE,,,,
143.07,396696.7188,86,,FALSE,,,,
145.086,49999.25781,86,,FALSE,,,,
148.06,226945.6406,86,,FALSE,,,,
157.086,132424.1875,86,,FALSE,,,,
187.06,224888.7031,86,,FALSE,,,,
199.06,97993.07813,86,,FALSE,,,,
201.112,42880.55078,86,,FALSE,,,,
112.984,265660.75,87,,FALSE,,,,
129.054,517536.125,87,,FALSE,,,,
132.922,15424.98145,87,,FALSE,,,,
143.07,439883.5938,87,,FALSE,,,,
148.06,239475.2344,87,,FALSE,,,,
157.086,136955.2031,87,,FALSE,,,,
199.06,105663.8125,87,,FALSE,,,,
201.076,137231.1094,87,,FALSE,,,,
201.112,41483.95703,87,,FALSE,,,,
213.076,77248.30469,87,,FALSE,,,,
112.984,212959.4375,88,,FALSE,,,,
129.054,441841.1875,88,,FALSE,,,,
132.922,10349.51172,88,,FALSE,,,,
143.07,376445.875,88,,FALSE,,,,
148.06,237021.7969,88,,FALSE,,,,
157.086,124105.2813,88,,FALSE,,,,
201.076,120076.0859,88,,FALSE,,,,
213.076,66591.57813,88,,FALSE,,,,
112.984,229034.4063,89,,FALSE,,,,
129.054,531982.8125,89,,FALSE,,,,
132.922,12199.8457,89,,FALSE,,,,
143.07,398551.1563,89,,FALSE,,,,
148.06,241787.2188,89,,FALSE,,,,
157.086,141496.9531,89,,FALSE,,,,
201.076,133965.9219,89,,FALSE,,,,
213.076,84080.375,89,,FALSE,,,,
100.932,2471.865967,90,,FALSE,,,,
112.984,214451.9844,90,,FALSE,,,,
129.054,433747.5938,90,,FALSE,,,,
132.922,15805.9043,90,,FALSE,,,,
143.07,442475.625,90,,FALSE,,,,
148.06,214566.6875,90,,FALSE,,,,
213.076,86751.78906,90,,FALSE,,,,
112.984,231101.5313,91,,FALSE,,,,
121.028,40894.68359,91,,FALSE,,,,
129.054,129527.7031,91,,FALSE,,,,
143.07,133265.8594,91,,FALSE,,,,
145.086,40685.30859,91,,FALSE,,,,
157.086,25886.03711,91,,FALSE,,,,
175.06,119584.0547,91,,FALSE,,,,
187.06,120688.7188,91,,FALSE,,,,
201.076,87525.45313,91,,FALSE,,,,
201.112,32142.54297,91,,FALSE,,,,
213.076,29642.61719,91,,FALSE,,,,
112.984,209553.3281,92,,FALSE,,,,
129.054,443460.3125,92,,FALSE,,,,
143.07,356619.7813,92,,FALSE,,,,
213.076,90638.71875,92,,FALSE,,,,
100.932,2794.242432,93,,FALSE,,,,
112.984,224014.5938,93,,FALSE,,,,
129.054,510063.3125,93,,FALSE,,,,
132.922,12710.20117,93,,FALSE,,,,
143.07,375946.75,93,,FALSE,,,,
148.06,234091.2656,93,,FALSE,,,,
157.086,134233.8281,93,,FALSE,,,,
199.06,88607.26563,93,,FALSE,,,,
213.076,81860.65625,93,,FALSE,,,,
100.932,2572.615723,94,,FALSE,,,,
112.984,243028.3125,94,,FALSE,,,,
129.054,487177.3125,94,,FALSE,,,,
132.922,13287.11035,94,,FALSE,,,,
143.07,402652.8125,94,,FALSE,,,,
145.086,48452.5625,94,,FALSE,,,,
148.06,235496.6406,94,,FALSE,,,,
157.086,123072.8438,94,,FALSE,,,,
201.076,142805.9531,94,,FALSE,,,,
112.984,247583.7031,95,,FALSE,,,,
129.054,533218.125,95,,FALSE,,,,
132.922,13184.05469,95,,FALSE,,,,
143.07,388915.3125,95,,FALSE,,,,
148.06,251510.9844,95,,FALSE,,,,
157.086,136967.7656,95,,FALSE,,,,
199.06,116433.0703,95,,FALSE,,,,
201.076,138743.2813,95,,FALSE,,,,
112.984,239916.5156,96,,FALSE,,,,
129.054,381180.9063,96,,FALSE,,,,
132.922,11474.43457,96,,FALSE,,,,
143.07,388876.125,96,,FALSE,,,,
201.076,131282.8906,96,,FALSE,,,,
213.076,80532.52344,96,,FALSE,,,,
112.984,230009.7969,97,,FALSE,,,,
129.054,499665.125,97,,FALSE,,,,
131.07,79237.39063,97,,FALSE,,,,
132.922,12631.65723,97,,FALSE,,,,
143.07,368059.5,97,,FALSE,,,,
148.06,190586.4219,97,,FALSE,,,,
157.086,90758.75,97,,FALSE,,,,
187.06,266806.875,97,,FALSE,,,,
201.076,147985.9219,97,,FALSE,,,,
213.076,77582.94531,97,,FALSE,,,,
112.984,264935.5313,98,,FALSE,,,,
129.054,518128.1875,98,,FALSE,,,,
131.07,70234.46875,98,,FALSE,,,,
143.07,417835.5938,98,,FALSE,,,,
148.06,271121.6875,98,,FALSE,,,,
112.984,248609.1563,99,,FALSE,,,,
129.054,530954.4375,99,,FALSE,,,,
131.07,68808.57031,99,,FALSE,,,,
132.922,12122.1709,99,,FALSE,,,,
143.07,377762.4375,99,,FALSE,,,,
145.086,41873.95703,99,,FALSE,,,,
148.06,253047,99,,FALSE,,,,
157.086,141027.5313,99,,FALSE,,,,
112.984,259471.1719,100,,FALSE,,,,
121.028,84576.41406,100,,FALSE,,,,
129.054,536382.1875,100,,FALSE,,,,
132.922,10047.0918,100,,FALSE,,,,
143.07,396831.4375,100,,FALSE,,,,
148.06,227146.1719,100,,FALSE,,,,
157.086,135923.75,100,,FALSE,,,,
201.076,135471.6563,100,,FALSE,,,,
112.984,240991.125,101,,FALSE,,,,
129.054,497018.6563,101,,FALSE,,,,
143.07,427000.6875,101,,FALSE,,,,
148.06,243413.1563,101,,FALSE,,,,
201.076,108458.5391,101,,FALSE,,,,
112.984,167732.0469,102,,FALSE,,,,
129.054,158714.0313,102,,FALSE,,,,
143.07,248672.1563,102,,FALSE,,,,
148.06,250944.5,102,,FALSE,,,,
201.076,121824.6016,102,,FALSE,,,,
